"SciName"	"Genus"	"fc"	"estimate"	"std.error"	"statistic"	"padj"
"C_agilis"	"Trichosporonoides"	2.82891612111888	2.53451541694959	0.925736388961518	2.73783708534217	0.0184346185474758
"C_agilis"	"Wallemia"	2.67432785993443	2.73111458629451	0.913135790269664	2.99091834467244	0.011387071369943
"I_indri"	"Diutina"	2.93638388421029	-2.51551792719559	0.737761152910072	-3.4096643842973	0.00459429049816658
"I_indri"	"Geotrichum"	4.08102790590527	-4.07256501815748	1.14106770339403	-3.56908271616477	0.00315053272103897
"I_indri"	"Kazachstania"	2.57576889422342	-2.2869367287994	0.860946084461147	-2.6563065563284	0.0210521386823108
"I_indri"	"Lactarius"	5.29140469901653	-4.88251050944296	1.34356581181296	-3.63399430568619	0.00276201684478873
"I_indri"	"Moniliella"	3.67750466043124	-3.33529965422992	1.10861967419616	-3.00851566309093	0.0110896494597344
"I_indri"	"Pichia"	9.31424266463662	-8.64173365893762	0.545391832690395	-15.8450001282716	1.98508415343314e-17
"I_indri"	"Rhizopus"	3.05712447911232	-2.80420095588649	0.990596319578906	-2.83082109277221	0.0153313438621632
"I_indri"	"Saccharomyces"	2.81477866052095	-4.19602699612028	1.15092159272797	-3.64579743974969	0.00268550709598852
"I_indri"	"Saprochaete"	3.21789621394566	-2.78885582398186	0.73894913213271	-3.77408363134933	0.00198129284483838
"I_indri"	"Trichosporon"	5.0907785669089	-4.64871604002911	0.75187269449013	-6.18284993469747	3.59985359052161e-06
"I_indri"	"Trichosporonoides"	2.82891612111888	-2.53090767454435	0.883554302571078	-2.86446194328928	0.0144943905996223
"I_indri"	"Wallemia"	-0.179659616247495	-1.16222537726713	1.00595292937744	-1.15534767415649	0.299370793460037
"P_cynocephalus"	"Diutina"	2.93638388421029	-2.66513625494965	0.415022057470849	-6.42167375679026	3.38893622209932e-07
"P_cynocephalus"	"Geotrichum"	3.91549430115744	-4.00660028862292	0.728109783782234	-5.50274200108981	7.81359982625454e-06
"P_cynocephalus"	"Kazachstania"	-6.90924810623807	4.59289012388975	0.84202393840594	5.45458378841899	8.99781207261186e-06
"P_cynocephalus"	"Lactarius"	5.29140469901653	-5.01979095377756	0.746979103984355	-6.7201223260493	1.09351108834347e-07
"P_cynocephalus"	"Moniliella"	3.67750466043124	-3.44625089325026	0.61898256062066	-5.56760579780256	6.53759338690608e-06
"P_cynocephalus"	"Pichia"	9.02325914692032	-8.61202256048159	0.408766040564756	-21.0683415593505	1.57292856774284e-29
"P_cynocephalus"	"Rhizopus"	3.05712447911232	-2.90008898333714	0.553415884557746	-5.24034286738029	1.74893884869205e-05
"P_cynocephalus"	"Saccharomyces"	5.88676831694675	-5.61703891126306	0.610564791080665	-9.19974258804085	6.84454928392458e-12
"P_cynocephalus"	"Saprochaete"	2.99625120145599	-2.7433790601073	0.462368938476346	-5.93331175997164	1.92376873484095e-06
"P_cynocephalus"	"Trichosporon"	5.0907785669089	-4.83422482300876	0.417999801069261	-11.5651366594975	5.92393904559698e-16
"P_cynocephalus"	"Trichosporonoides"	2.82891612111888	-2.62900907058181	0.495089438629582	-5.31016997223565	1.44390005028354e-05
"P_cynocephalus"	"Wallemia"	3.53518383331715	-3.19351266332089	0.484954022541847	-6.58518646073365	1.82714980621914e-07
"P_colobus"	"Diutina"	2.93638388421029	NA	NA	NA	NA
"P_colobus"	"Geotrichum"	5.01268699673985	NA	NA	NA	NA
"P_colobus"	"Kazachstania"	2.14468220131037	NA	NA	NA	NA
"P_colobus"	"Lactarius"	5.29140469901653	NA	NA	NA	NA
"P_colobus"	"Moniliella"	3.67750466043124	NA	NA	NA	NA
"P_colobus"	"Pichia"	8.88315597172358	NA	NA	NA	NA
"P_colobus"	"Rhizopus"	3.05712447911232	NA	NA	NA	NA
"P_colobus"	"Saccharomyces"	5.88676831694675	NA	NA	NA	NA
"P_colobus"	"Saprochaete"	3.21789621394566	NA	NA	NA	NA
"P_colobus"	"Trichosporon"	5.0907785669089	NA	NA	NA	NA
"P_colobus"	"Trichosporonoides"	2.82891612111888	NA	NA	NA	NA
"P_colobus"	"Wallemia"	3.53518383331715	NA	NA	NA	NA
